Country_Region,Province_State,record_date,total_confirmed,total_dead,total_recovered,NumberTests
Guernsey,NA,2020-03-05,0,0,0,NA
Guernsey,NA,2020-03-06,0,0,0,NA
Guernsey,NA,2020-03-07,0,0,0,NA
Guernsey,NA,2020-03-08,0,0,0,NA
Guernsey,NA,2020-03-09,0,0,0,NA
Guernsey,NA,2020-03-10,0,0,0,NA
Guernsey,NA,2020-03-11,0,0,0,NA
Guernsey,NA,2020-03-12,0,0,0,NA
Guernsey,NA,2020-03-13,0,0,0,NA
Guernsey,NA,2020-03-14,1,0,0,NA
Guernsey,NA,2020-03-15,1,0,0,NA
Guinea,NA,2020-01-22,0,0,0,NA
Guinea,NA,2020-01-23,0,0,0,NA
Guinea,NA,2020-01-24,0,0,0,NA
Guinea,NA,2020-01-25,0,0,0,NA
Guinea,NA,2020-01-26,0,0,0,NA
Guinea,NA,2020-01-27,0,0,0,NA
Guinea,NA,2020-01-28,0,0,0,NA
Guinea,NA,2020-01-29,0,0,0,NA
Guinea,NA,2020-01-30,0,0,0,NA
Guinea,NA,2020-01-31,0,0,0,NA
Guinea,NA,2020-02-01,0,0,0,NA
Guinea,NA,2020-02-02,0,0,0,NA
Guinea,NA,2020-02-03,0,0,0,NA
Guinea,NA,2020-02-04,0,0,0,NA
Guinea,NA,2020-02-05,0,0,0,NA
Guinea,NA,2020-02-06,0,0,0,NA
Guinea,NA,2020-02-07,0,0,0,NA
Guinea,NA,2020-02-08,0,0,0,NA
Guinea,NA,2020-02-09,0,0,0,NA
Guinea,NA,2020-02-10,0,0,0,NA
Guinea,NA,2020-02-11,0,0,0,NA
Guinea,NA,2020-02-12,0,0,0,NA
Guinea,NA,2020-02-13,0,0,0,NA
Guinea,NA,2020-02-14,0,0,0,NA
Guinea,NA,2020-02-15,0,0,0,NA
Guinea,NA,2020-02-16,0,0,0,NA
Guinea,NA,2020-02-17,0,0,0,NA
Guinea,NA,2020-02-18,0,0,0,NA
Guinea,NA,2020-02-19,0,0,0,NA
Guinea,NA,2020-02-20,0,0,0,NA
Guinea,NA,2020-02-21,0,0,0,NA
Guinea,NA,2020-02-22,0,0,0,NA
Guinea,NA,2020-02-23,0,0,0,NA
Guinea,NA,2020-02-24,0,0,0,NA
Guinea,NA,2020-02-25,0,0,0,NA
Guinea,NA,2020-02-26,0,0,0,NA
Guinea,NA,2020-02-27,0,0,0,NA
Guinea,NA,2020-02-28,0,0,0,NA
Guinea,NA,2020-02-29,0,0,0,NA
Guinea,NA,2020-03-01,0,0,0,NA
Guinea,NA,2020-03-02,0,0,0,NA
Guinea,NA,2020-03-03,0,0,0,NA
Guinea,NA,2020-03-04,0,0,0,NA
Guinea,NA,2020-03-05,0,0,0,NA
Guinea,NA,2020-03-06,0,0,0,NA
Guinea,NA,2020-03-07,0,0,0,NA
Guinea,NA,2020-03-08,0,0,0,NA
Guinea,NA,2020-03-09,0,0,0,NA
Guinea,NA,2020-03-10,0,0,0,NA
Guinea,NA,2020-03-11,0,0,0,NA
Guinea,NA,2020-03-12,0,0,0,NA
Guinea,NA,2020-03-13,1,0,0,NA
Guinea,NA,2020-03-14,1,0,0,NA
Guinea,NA,2020-03-15,1,0,0,NA
Guyana,NA,2020-01-22,0,0,0,NA
Guyana,NA,2020-01-23,0,0,0,NA
Guyana,NA,2020-01-24,0,0,0,NA
Guyana,NA,2020-01-25,0,0,0,NA
Guyana,NA,2020-01-26,0,0,0,NA
Guyana,NA,2020-01-27,0,0,0,NA
Guyana,NA,2020-01-28,0,0,0,NA
Guyana,NA,2020-01-29,0,0,0,NA
Guyana,NA,2020-01-30,0,0,0,NA
Guyana,NA,2020-01-31,0,0,0,NA
Guyana,NA,2020-02-01,0,0,0,NA
Guyana,NA,2020-02-02,0,0,0,NA
Guyana,NA,2020-02-03,0,0,0,NA
Guyana,NA,2020-02-04,0,0,0,NA
Guyana,NA,2020-02-05,0,0,0,NA
Guyana,NA,2020-02-06,0,0,0,NA
Guyana,NA,2020-02-07,0,0,0,NA
Guyana,NA,2020-02-08,0,0,0,NA
Guyana,NA,2020-02-09,0,0,0,NA
Guyana,NA,2020-02-10,0,0,0,NA
Guyana,NA,2020-02-11,0,0,0,NA
Guyana,NA,2020-02-12,0,0,0,NA
Guyana,NA,2020-02-13,0,0,0,NA
Guyana,NA,2020-02-14,0,0,0,NA
Guyana,NA,2020-02-15,0,0,0,NA
Guyana,NA,2020-02-16,0,0,0,NA
Guyana,NA,2020-02-17,0,0,0,NA
Guyana,NA,2020-02-18,0,0,0,NA
Guyana,NA,2020-02-19,0,0,0,NA
Guyana,NA,2020-02-20,0,0,0,NA
Guyana,NA,2020-02-21,0,0,0,NA
Guyana,NA,2020-02-22,0,0,0,NA
Guyana,NA,2020-02-23,0,0,0,NA
Guyana,NA,2020-02-24,0,0,0,NA
Guyana,NA,2020-02-25,0,0,0,NA
Guyana,NA,2020-02-26,0,0,0,NA
Guyana,NA,2020-02-27,0,0,0,NA
Guyana,NA,2020-02-28,0,0,0,NA
Guyana,NA,2020-02-29,0,0,0,NA
Guyana,NA,2020-03-01,0,0,0,NA
Guyana,NA,2020-03-02,0,0,0,NA
Guyana,NA,2020-03-03,0,0,0,NA
Guyana,NA,2020-03-04,0,0,0,NA
Guyana,NA,2020-03-05,0,0,0,NA
Guyana,NA,2020-03-06,0,0,0,NA
Guyana,NA,2020-03-07,0,0,0,NA
Guyana,NA,2020-03-08,0,0,0,NA
Guyana,NA,2020-03-09,0,0,0,NA
Guyana,NA,2020-03-10,0,0,0,NA
Guyana,NA,2020-03-11,0,0,0,NA
Guyana,NA,2020-03-12,1,1,0,NA
Guyana,NA,2020-03-13,1,1,0,NA
Guyana,NA,2020-03-14,1,1,0,NA
Guyana,NA,2020-03-15,4,1,0,NA
Holy See,NA,2020-01-22,0,0,0,NA
Holy See,NA,2020-01-23,0,0,0,NA
Holy See,NA,2020-01-24,0,0,0,NA
Holy See,NA,2020-01-25,0,0,0,NA
Holy See,NA,2020-01-26,0,0,0,NA
Holy See,NA,2020-01-27,0,0,0,NA
Holy See,NA,2020-01-28,0,0,0,NA
Holy See,NA,2020-01-29,0,0,0,NA
Holy See,NA,2020-01-30,0,0,0,NA
Holy See,NA,2020-01-31,0,0,0,NA
Holy See,NA,2020-02-01,0,0,0,NA
Holy See,NA,2020-02-02,0,0,0,NA
Holy See,NA,2020-02-03,0,0,0,NA
Holy See,NA,2020-02-04,0,0,0,NA
Holy See,NA,2020-02-05,0,0,0,NA
Holy See,NA,2020-02-06,0,0,0,NA
Holy See,NA,2020-02-07,0,0,0,NA
Holy See,NA,2020-02-08,0,0,0,NA
Holy See,NA,2020-02-09,0,0,0,NA
Holy See,NA,2020-02-10,0,0,0,NA
Holy See,NA,2020-02-11,0,0,0,NA
Holy See,NA,2020-02-12,0,0,0,NA
Holy See,NA,2020-02-13,0,0,0,NA
Holy See,NA,2020-02-14,0,0,0,NA
Holy See,NA,2020-02-15,0,0,0,NA
Holy See,NA,2020-02-16,0,0,0,NA
Holy See,NA,2020-02-17,0,0,0,NA
Holy See,NA,2020-02-18,0,0,0,NA
Holy See,NA,2020-02-19,0,0,0,NA
Holy See,NA,2020-02-20,0,0,0,NA
Holy See,NA,2020-02-21,0,0,0,NA
Holy See,NA,2020-02-22,0,0,0,NA
Holy See,NA,2020-02-23,0,0,0,NA
Holy See,NA,2020-02-24,0,0,0,NA
Holy See,NA,2020-02-25,0,0,0,NA
Holy See,NA,2020-02-26,0,0,0,NA
Holy See,NA,2020-02-27,0,0,0,NA
Holy See,NA,2020-02-28,0,0,0,NA
Holy See,NA,2020-02-29,0,0,0,NA
Holy See,NA,2020-03-01,0,0,0,NA
Holy See,NA,2020-03-02,0,0,0,NA
Holy See,NA,2020-03-03,0,0,0,NA
Holy See,NA,2020-03-04,0,0,0,NA
Holy See,NA,2020-03-05,0,0,0,NA
Holy See,NA,2020-03-06,1,0,0,NA
Holy See,NA,2020-03-07,1,0,0,NA
Holy See,NA,2020-03-08,1,0,0,NA
Holy See,NA,2020-03-09,1,0,0,NA
Holy See,NA,2020-03-10,1,0,0,NA
Holy See,NA,2020-03-11,1,0,0,NA
Holy See,NA,2020-03-12,1,0,0,NA
Holy See,NA,2020-03-13,1,0,0,NA
Holy See,NA,2020-03-14,1,0,0,NA
Holy See,NA,2020-03-15,1,0,0,NA
Honduras,NA,2020-01-22,0,0,0,NA
Honduras,NA,2020-01-23,0,0,0,NA
Honduras,NA,2020-01-24,0,0,0,NA
Honduras,NA,2020-01-25,0,0,0,NA
Honduras,NA,2020-01-26,0,0,0,NA
Honduras,NA,2020-01-27,0,0,0,NA
Honduras,NA,2020-01-28,0,0,0,NA
Honduras,NA,2020-01-29,0,0,0,NA
Honduras,NA,2020-01-30,0,0,0,NA
Honduras,NA,2020-01-31,0,0,0,NA
Honduras,NA,2020-02-01,0,0,0,NA
Honduras,NA,2020-02-02,0,0,0,NA
Honduras,NA,2020-02-03,0,0,0,NA
Honduras,NA,2020-02-04,0,0,0,NA
Honduras,NA,2020-02-05,0,0,0,NA
Honduras,NA,2020-02-06,0,0,0,NA
Honduras,NA,2020-02-07,0,0,0,NA
Honduras,NA,2020-02-08,0,0,0,NA
Honduras,NA,2020-02-09,0,0,0,NA
Honduras,NA,2020-02-10,0,0,0,NA
Honduras,NA,2020-02-11,0,0,0,NA
Honduras,NA,2020-02-12,0,0,0,NA
Honduras,NA,2020-02-13,0,0,0,NA
Honduras,NA,2020-02-14,0,0,0,NA
Honduras,NA,2020-02-15,0,0,0,NA
Honduras,NA,2020-02-16,0,0,0,NA
Honduras,NA,2020-02-17,0,0,0,NA
Honduras,NA,2020-02-18,0,0,0,NA
Honduras,NA,2020-02-19,0,0,0,NA
Honduras,NA,2020-02-20,0,0,0,NA
Honduras,NA,2020-02-21,0,0,0,NA
Honduras,NA,2020-02-22,0,0,0,NA
Honduras,NA,2020-02-23,0,0,0,NA
Honduras,NA,2020-02-24,0,0,0,NA
Honduras,NA,2020-02-25,0,0,0,NA
Honduras,NA,2020-02-26,0,0,0,NA
Honduras,NA,2020-02-27,0,0,0,NA
Honduras,NA,2020-02-28,0,0,0,NA
Honduras,NA,2020-02-29,0,0,0,NA
Honduras,NA,2020-03-01,0,0,0,NA
Honduras,NA,2020-03-02,0,0,0,NA
Honduras,NA,2020-03-03,0,0,0,NA
Honduras,NA,2020-03-04,0,0,0,NA
Honduras,NA,2020-03-05,0,0,0,NA
Honduras,NA,2020-03-06,0,0,0,NA
Honduras,NA,2020-03-07,0,0,0,NA
Honduras,NA,2020-03-08,0,0,0,NA
Honduras,NA,2020-03-09,0,0,0,NA
Honduras,NA,2020-03-10,0,0,0,NA
Honduras,NA,2020-03-11,2,0,0,NA
Honduras,NA,2020-03-12,2,0,0,NA
Honduras,NA,2020-03-13,2,0,0,NA
Honduras,NA,2020-03-14,2,0,0,NA
Honduras,NA,2020-03-15,3,0,0,NA
Hungary,NA,2020-01-22,0,0,0,NA
Hungary,NA,2020-01-23,0,0,0,NA
Hungary,NA,2020-01-24,0,0,0,NA
Hungary,NA,2020-01-25,0,0,0,NA
Hungary,NA,2020-01-26,0,0,0,NA
Hungary,NA,2020-01-27,0,0,0,NA
Hungary,NA,2020-01-28,0,0,0,NA
Hungary,NA,2020-01-29,0,0,0,NA
Hungary,NA,2020-01-30,0,0,0,NA
Hungary,NA,2020-01-31,0,0,0,NA
Hungary,NA,2020-02-01,0,0,0,NA
Hungary,NA,2020-02-02,0,0,0,NA
Hungary,NA,2020-02-03,0,0,0,NA
Hungary,NA,2020-02-04,0,0,0,NA
Hungary,NA,2020-02-05,0,0,0,NA
Hungary,NA,2020-02-06,0,0,0,NA
Hungary,NA,2020-02-07,0,0,0,NA
Hungary,NA,2020-02-08,0,0,0,NA
Hungary,NA,2020-02-09,0,0,0,NA
Hungary,NA,2020-02-10,0,0,0,NA
Hungary,NA,2020-02-11,0,0,0,NA
Hungary,NA,2020-02-12,0,0,0,NA
Hungary,NA,2020-02-13,0,0,0,NA
Hungary,NA,2020-02-14,0,0,0,NA
Hungary,NA,2020-02-15,0,0,0,NA
Hungary,NA,2020-02-16,0,0,0,NA
Hungary,NA,2020-02-17,0,0,0,NA
Hungary,NA,2020-02-18,0,0,0,NA
Hungary,NA,2020-02-19,0,0,0,NA
Hungary,NA,2020-02-20,0,0,0,NA
Hungary,NA,2020-02-21,0,0,0,NA
Hungary,NA,2020-02-22,0,0,0,NA
Hungary,NA,2020-02-23,0,0,0,NA
Hungary,NA,2020-02-24,0,0,0,NA
Hungary,NA,2020-02-25,0,0,0,NA
Hungary,NA,2020-02-26,0,0,0,NA
Hungary,NA,2020-02-27,0,0,0,NA
Hungary,NA,2020-02-28,0,0,0,NA
Hungary,NA,2020-02-29,0,0,0,NA
Hungary,NA,2020-03-01,0,0,0,NA
Hungary,NA,2020-03-02,0,0,0,NA
Hungary,NA,2020-03-03,0,0,0,NA
Hungary,NA,2020-03-04,2,0,0,NA
Hungary,NA,2020-03-05,2,0,0,NA
Hungary,NA,2020-03-06,2,0,0,NA
Hungary,NA,2020-03-07,4,0,0,NA
Hungary,NA,2020-03-08,7,0,0,NA
Hungary,NA,2020-03-09,9,0,0,NA
Hungary,NA,2020-03-10,9,0,0,NA
Hungary,NA,2020-03-11,13,0,0,NA
Hungary,NA,2020-03-12,13,0,0,NA
Hungary,NA,2020-03-13,19,0,0,NA
Hungary,NA,2020-03-14,30,0,1,NA
Hungary,NA,2020-03-15,32,1,1,NA
Iceland,NA,2020-01-22,0,0,0,NA
Iceland,NA,2020-01-23,0,0,0,NA
Iceland,NA,2020-01-24,0,0,0,NA
Iceland,NA,2020-01-25,0,0,0,NA
Iceland,NA,2020-01-26,0,0,0,NA
Iceland,NA,2020-01-27,0,0,0,NA
Iceland,NA,2020-01-28,0,0,0,NA
Iceland,NA,2020-01-29,0,0,0,NA
Iceland,NA,2020-01-30,0,0,0,NA
Iceland,NA,2020-01-31,0,0,0,NA
Iceland,NA,2020-02-01,0,0,0,NA
Iceland,NA,2020-02-02,0,0,0,NA
Iceland,NA,2020-02-03,0,0,0,NA
Iceland,NA,2020-02-04,0,0,0,NA
Iceland,NA,2020-02-05,0,0,0,NA
Iceland,NA,2020-02-06,0,0,0,NA
Iceland,NA,2020-02-07,0,0,0,NA
Iceland,NA,2020-02-08,0,0,0,NA
Iceland,NA,2020-02-09,0,0,0,NA
Iceland,NA,2020-02-10,0,0,0,NA
Iceland,NA,2020-02-11,0,0,0,NA
Iceland,NA,2020-02-12,0,0,0,NA
Iceland,NA,2020-02-13,0,0,0,NA
Iceland,NA,2020-02-14,0,0,0,NA
Iceland,NA,2020-02-15,0,0,0,NA
Iceland,NA,2020-02-16,0,0,0,NA
Iceland,NA,2020-02-17,0,0,0,NA
Iceland,NA,2020-02-18,0,0,0,NA
Iceland,NA,2020-02-19,0,0,0,NA
Iceland,NA,2020-02-20,0,0,0,NA
Iceland,NA,2020-02-21,0,0,0,NA
Iceland,NA,2020-02-22,0,0,0,NA
Iceland,NA,2020-02-23,0,0,0,NA
Iceland,NA,2020-02-24,0,0,0,NA
Iceland,NA,2020-02-25,0,0,0,NA
Iceland,NA,2020-02-26,0,0,0,NA
Iceland,NA,2020-02-27,0,0,0,NA
Iceland,NA,2020-02-28,1,0,0,NA
Iceland,NA,2020-02-29,1,0,0,NA
Iceland,NA,2020-03-01,3,0,0,NA
Iceland,NA,2020-03-02,6,0,0,NA
Iceland,NA,2020-03-03,11,0,0,NA
Iceland,NA,2020-03-04,26,0,0,NA
Iceland,NA,2020-03-05,34,0,0,NA
Iceland,NA,2020-03-06,43,0,0,NA
Iceland,NA,2020-03-07,50,0,0,NA
Iceland,NA,2020-03-08,50,0,0,NA
Iceland,NA,2020-03-09,58,0,0,NA
Iceland,NA,2020-03-10,69,0,1,NA
Iceland,NA,2020-03-11,85,0,1,NA
Iceland,NA,2020-03-12,103,0,1,NA
Iceland,NA,2020-03-13,134,0,1,NA
Iceland,NA,2020-03-14,156,0,1,NA
Iceland,NA,2020-03-15,171,5,8,NA
India,NA,2020-01-22,0,0,0,NA
India,NA,2020-01-23,0,0,0,NA
India,NA,2020-01-24,0,0,0,NA
India,NA,2020-01-25,0,0,0,NA
India,NA,2020-01-26,0,0,0,NA
India,NA,2020-01-27,0,0,0,NA
India,NA,2020-01-28,0,0,0,NA
India,NA,2020-01-29,0,0,0,NA
India,NA,2020-01-30,1,0,0,NA
India,NA,2020-01-31,1,0,0,NA
India,NA,2020-02-01,1,0,0,NA
India,NA,2020-02-02,2,0,0,NA
India,NA,2020-02-03,3,0,0,NA
India,NA,2020-02-04,3,0,0,NA
India,NA,2020-02-05,3,0,0,NA
India,NA,2020-02-06,3,0,0,NA
India,NA,2020-02-07,3,0,0,NA
India,NA,2020-02-08,3,0,0,NA
India,NA,2020-02-09,3,0,0,NA
India,NA,2020-02-10,3,0,0,NA
India,NA,2020-02-11,3,0,0,NA
India,NA,2020-02-12,3,0,0,NA
India,NA,2020-02-13,3,0,0,NA
India,NA,2020-02-14,3,0,0,NA
India,NA,2020-02-15,3,0,0,NA
India,NA,2020-02-16,3,0,3,NA
India,NA,2020-02-17,3,0,3,NA
India,NA,2020-02-18,3,0,3,NA
India,NA,2020-02-19,3,0,3,NA
India,NA,2020-02-20,3,0,3,NA
India,NA,2020-02-21,3,0,3,NA
India,NA,2020-02-22,3,0,3,NA
India,NA,2020-02-23,3,0,3,NA
India,NA,2020-02-24,3,0,3,NA
India,NA,2020-02-25,3,0,3,NA
India,NA,2020-02-26,3,0,3,NA
India,NA,2020-02-27,3,0,3,NA
India,NA,2020-02-28,3,0,3,NA
India,NA,2020-02-29,3,0,3,NA
India,NA,2020-03-01,3,0,3,NA
India,NA,2020-03-02,5,0,3,NA
India,NA,2020-03-03,5,0,3,NA
India,NA,2020-03-04,28,0,3,NA
India,NA,2020-03-05,30,0,3,NA
India,NA,2020-03-06,31,0,3,NA
India,NA,2020-03-07,34,0,3,NA
India,NA,2020-03-08,39,0,3,NA
India,NA,2020-03-09,43,0,3,NA
India,NA,2020-03-10,56,0,4,NA
India,NA,2020-03-11,62,1,4,NA
India,NA,2020-03-12,73,1,4,NA
India,NA,2020-03-13,82,2,4,NA
India,NA,2020-03-14,102,2,4,NA
India,NA,2020-03-15,113,2,13,NA
Indonesia,NA,2020-01-22,0,0,0,NA
Indonesia,NA,2020-01-23,0,0,0,NA
Indonesia,NA,2020-01-24,0,0,0,NA
Indonesia,NA,2020-01-25,0,0,0,NA
Indonesia,NA,2020-01-26,0,0,0,NA
Indonesia,NA,2020-01-27,0,0,0,NA
Indonesia,NA,2020-01-28,0,0,0,NA
Indonesia,NA,2020-01-29,0,0,0,NA
Indonesia,NA,2020-01-30,0,0,0,NA
Indonesia,NA,2020-01-31,0,0,0,NA
Indonesia,NA,2020-02-01,0,0,0,NA
Indonesia,NA,2020-02-02,0,0,0,NA
Indonesia,NA,2020-02-03,0,0,0,NA
Indonesia,NA,2020-02-04,0,0,0,NA
Indonesia,NA,2020-02-05,0,0,0,NA
Indonesia,NA,2020-02-06,0,0,0,NA
Indonesia,NA,2020-02-07,0,0,0,NA
Indonesia,NA,2020-02-08,0,0,0,NA
Indonesia,NA,2020-02-09,0,0,0,NA
Indonesia,NA,2020-02-10,0,0,0,NA
Indonesia,NA,2020-02-11,0,0,0,NA
Indonesia,NA,2020-02-12,0,0,0,NA
Indonesia,NA,2020-02-13,0,0,0,NA
Indonesia,NA,2020-02-14,0,0,0,NA
Indonesia,NA,2020-02-15,0,0,0,NA
Indonesia,NA,2020-02-16,0,0,0,NA
Indonesia,NA,2020-02-17,0,0,0,NA
Indonesia,NA,2020-02-18,0,0,0,NA
Indonesia,NA,2020-02-19,0,0,0,NA
Indonesia,NA,2020-02-20,0,0,0,NA
Indonesia,NA,2020-02-21,0,0,0,NA
Indonesia,NA,2020-02-22,0,0,0,NA
Indonesia,NA,2020-02-23,0,0,0,NA
Indonesia,NA,2020-02-24,0,0,0,NA
Indonesia,NA,2020-02-25,0,0,0,NA
Indonesia,NA,2020-02-26,0,0,0,NA
Indonesia,NA,2020-02-27,0,0,0,NA
Indonesia,NA,2020-02-28,0,0,0,NA
Indonesia,NA,2020-02-29,0,0,0,NA
Indonesia,NA,2020-03-01,0,0,0,NA
Indonesia,NA,2020-03-02,2,0,0,NA
Indonesia,NA,2020-03-03,2,0,0,NA
Indonesia,NA,2020-03-04,2,0,0,NA
Indonesia,NA,2020-03-05,2,0,0,NA
Indonesia,NA,2020-03-06,4,0,0,NA
Indonesia,NA,2020-03-07,4,0,0,NA
Indonesia,NA,2020-03-08,6,0,0,NA
Indonesia,NA,2020-03-09,19,0,0,NA
Indonesia,NA,2020-03-10,27,0,2,NA
Indonesia,NA,2020-03-11,34,1,2,NA
Indonesia,NA,2020-03-12,34,1,2,NA
Indonesia,NA,2020-03-13,69,4,2,NA
Indonesia,NA,2020-03-14,96,5,8,NA
Indonesia,NA,2020-03-15,117,5,8,NA
Iran,NA,2020-01-22,0,0,0,NA
Iran,NA,2020-01-23,0,0,0,NA
Iran,NA,2020-01-24,0,0,0,NA
Iran,NA,2020-01-25,0,0,0,NA
Iran,NA,2020-01-26,0,0,0,NA
Iran,NA,2020-01-27,0,0,0,NA
Iran,NA,2020-01-28,0,0,0,NA
Iran,NA,2020-01-29,0,0,0,NA
Iran,NA,2020-01-30,0,0,0,NA
Iran,NA,2020-01-31,0,0,0,NA
Iran,NA,2020-02-01,0,0,0,NA
Iran,NA,2020-02-02,0,0,0,NA
Iran,NA,2020-02-03,0,0,0,NA
Iran,NA,2020-02-04,0,0,0,NA
Iran,NA,2020-02-05,0,0,0,NA
Iran,NA,2020-02-06,0,0,0,NA
Iran,NA,2020-02-07,0,0,0,NA
Iran,NA,2020-02-08,0,0,0,NA
Iran,NA,2020-02-09,0,0,0,NA
Iran,NA,2020-02-10,0,0,0,NA
Iran,NA,2020-02-11,0,0,0,NA
Iran,NA,2020-02-12,0,0,0,NA
Iran,NA,2020-02-13,0,0,0,NA
Iran,NA,2020-02-14,0,0,0,NA
Iran,NA,2020-02-15,0,0,0,NA
Iran,NA,2020-02-16,0,0,0,NA
Iran,NA,2020-02-17,0,0,0,NA
Iran,NA,2020-02-18,0,0,0,NA
Iran,NA,2020-02-19,2,2,0,NA
Iran,NA,2020-02-20,5,2,0,NA
Iran,NA,2020-02-21,18,4,0,NA
Iran,NA,2020-02-22,28,5,0,NA
Iran,NA,2020-02-23,43,8,0,NA
Iran,NA,2020-02-24,61,12,0,NA
Iran,NA,2020-02-25,95,16,0,NA
Iran,NA,2020-02-26,139,19,49,NA
Iran,NA,2020-02-27,245,26,49,NA
Iran,NA,2020-02-28,388,34,73,NA
Iran,NA,2020-02-29,593,43,123,NA
Iran,NA,2020-03-01,978,54,175,NA
Iran,NA,2020-03-02,1501,66,291,NA
Iran,NA,2020-03-03,2336,77,291,NA
Iran,NA,2020-03-04,2922,92,552,NA
Iran,NA,2020-03-05,3513,107,739,NA
Iran,NA,2020-03-06,4747,124,913,NA
Iran,NA,2020-03-07,5823,145,1669,NA
Iran,NA,2020-03-08,6566,194,2134,NA
Iran,NA,2020-03-09,7161,237,2394,NA
Iran,NA,2020-03-10,8042,291,2731,NA
Iran,NA,2020-03-11,9000,354,2959,NA
Iran,NA,2020-03-12,10075,429,2959,NA
Iran,NA,2020-03-13,11364,514,2959,NA
Iran,NA,2020-03-14,12729,611,2959,NA
Iran,NA,2020-03-15,13938,724,4590,NA
Iraq,NA,2020-01-22,0,0,0,NA
Iraq,NA,2020-01-23,0,0,0,NA
Iraq,NA,2020-01-24,0,0,0,NA
Iraq,NA,2020-01-25,0,0,0,NA
Iraq,NA,2020-01-26,0,0,0,NA
Iraq,NA,2020-01-27,0,0,0,NA
Iraq,NA,2020-01-28,0,0,0,NA
Iraq,NA,2020-01-29,0,0,0,NA
Iraq,NA,2020-01-30,0,0,0,NA
Iraq,NA,2020-01-31,0,0,0,NA
Iraq,NA,2020-02-01,0,0,0,NA
Iraq,NA,2020-02-02,0,0,0,NA
Iraq,NA,2020-02-03,0,0,0,NA
Iraq,NA,2020-02-04,0,0,0,NA
Iraq,NA,2020-02-05,0,0,0,NA
Iraq,NA,2020-02-06,0,0,0,NA
Iraq,NA,2020-02-07,0,0,0,NA
Iraq,NA,2020-02-08,0,0,0,NA
Iraq,NA,2020-02-09,0,0,0,NA
Iraq,NA,2020-02-10,0,0,0,NA
Iraq,NA,2020-02-11,0,0,0,NA
Iraq,NA,2020-02-12,0,0,0,NA
Iraq,NA,2020-02-13,0,0,0,NA
Iraq,NA,2020-02-14,0,0,0,NA
Iraq,NA,2020-02-15,0,0,0,NA
Iraq,NA,2020-02-16,0,0,0,NA
Iraq,NA,2020-02-17,0,0,0,NA
Iraq,NA,2020-02-18,0,0,0,NA
Iraq,NA,2020-02-19,0,0,0,NA
Iraq,NA,2020-02-20,0,0,0,NA
Iraq,NA,2020-02-21,0,0,0,NA
Iraq,NA,2020-02-22,0,0,0,NA
Iraq,NA,2020-02-23,0,0,0,NA
Iraq,NA,2020-02-24,1,0,0,NA
Iraq,NA,2020-02-25,1,0,0,NA
Iraq,NA,2020-02-26,5,0,0,NA
Iraq,NA,2020-02-27,7,0,0,NA
Iraq,NA,2020-02-28,7,0,0,NA
Iraq,NA,2020-02-29,13,0,0,NA
Iraq,NA,2020-03-01,19,0,0,NA
Iraq,NA,2020-03-02,26,0,0,NA
Iraq,NA,2020-03-03,32,0,0,NA
Iraq,NA,2020-03-04,35,2,0,NA
Iraq,NA,2020-03-05,35,2,0,NA
Iraq,NA,2020-03-06,40,3,0,NA
Iraq,NA,2020-03-07,54,4,0,NA
Iraq,NA,2020-03-08,60,6,0,NA
Iraq,NA,2020-03-09,60,6,3,NA
Iraq,NA,2020-03-10,71,7,3,NA
Iraq,NA,2020-03-11,71,7,15,NA
Iraq,NA,2020-03-12,71,8,15,NA
Iraq,NA,2020-03-13,101,9,24,NA
Iraq,NA,2020-03-14,110,10,26,NA
Iraq,NA,2020-03-15,116,10,26,NA
Ireland,NA,2020-01-22,0,0,0,NA
Ireland,NA,2020-01-23,0,0,0,NA
Ireland,NA,2020-01-24,0,0,0,NA
Ireland,NA,2020-01-25,0,0,0,NA
Ireland,NA,2020-01-26,0,0,0,NA
Ireland,NA,2020-01-27,0,0,0,NA
Ireland,NA,2020-01-28,0,0,0,NA
Ireland,NA,2020-01-29,0,0,0,NA
Ireland,NA,2020-01-30,0,0,0,NA
Ireland,NA,2020-01-31,0,0,0,NA
Ireland,NA,2020-02-01,0,0,0,NA
Ireland,NA,2020-02-02,0,0,0,NA
Ireland,NA,2020-02-03,0,0,0,NA
Ireland,NA,2020-02-04,0,0,0,NA
Ireland,NA,2020-02-05,0,0,0,NA
Ireland,NA,2020-02-06,0,0,0,NA
Ireland,NA,2020-02-07,0,0,0,NA
Ireland,NA,2020-02-08,0,0,0,NA
Ireland,NA,2020-02-09,0,0,0,NA
Ireland,NA,2020-02-10,0,0,0,NA
Ireland,NA,2020-02-11,0,0,0,NA
Ireland,NA,2020-02-12,0,0,0,NA
Ireland,NA,2020-02-13,0,0,0,NA
Ireland,NA,2020-02-14,0,0,0,NA
Ireland,NA,2020-02-15,0,0,0,NA
Ireland,NA,2020-02-16,0,0,0,NA
Ireland,NA,2020-02-17,0,0,0,NA
Ireland,NA,2020-02-18,0,0,0,NA
Ireland,NA,2020-02-19,0,0,0,NA
Ireland,NA,2020-02-20,0,0,0,NA
Ireland,NA,2020-02-21,0,0,0,NA
Ireland,NA,2020-02-22,0,0,0,NA
Ireland,NA,2020-02-23,0,0,0,NA
Ireland,NA,2020-02-24,0,0,0,NA
Ireland,NA,2020-02-25,0,0,0,NA
Ireland,NA,2020-02-26,0,0,0,NA
